activity_id,feature_num,feature_name,score_0_4
18,18,Sufficient wait time [excluded],0
18,19,Opportunities to clarify in L1,3
18,20,Hands-on materials/manipulatives,3
18,21,Application activities for content + language,2
18,22,Activities integrate all four language skills,2
18,23,Content objectives supported by delivery [partial-recovery],0
18,24,Language objectives supported by delivery [partial-recovery],4
18,25,Students engaged 90-100% [observation-dependent],3
18,26,Pacing appropriate [partial-recovery],3
18,27,Comprehensive review of key vocabulary,2
18,28,Comprehensive review of key content concepts,1
18,29,Regular feedback to students [partial-recovery],0
18,30,Assessment of comprehension throughout,2
19,1,"Content objectives clearly defined, displayed, reviewed",3
19,2,"Language objectives clearly defined, displayed, reviewed",4
19,3,Content concepts age-appropriate,2
19,4,Supplementary materials used to a high degree,3
19,5,Content adaptation to all proficiency levels,1
19,6,Meaningful activities integrating concepts and language,4
19,7,Concepts linked to background experiences,3
19,8,Past learning explicitly linked,0
19,9,Key vocabulary emphasized,1
19,10,Speech appropriate for proficiency [partial-recovery],0
19,11,Explanation of academic tasks clear,2
19,12,Variety of techniques to make content clear,3
19,13,Opportunities to use learning strategies,1
19,14,Scaffolding techniques consistently used,3
19,15,Higher-order thinking promoted,2
19,16,Frequent opportunities for interaction,3
19,17,Grouping configurations support objectives,1
19,18,Sufficient wait time [excluded],0
19,19,Opportunities to clarify in L1,2
19,20,Hands-on materials/manipulatives,3
19,21,Application activities for content + language,2
19,22,Activities integrate all four language skills,4
19,23,Content objectives supported by delivery [partial-recovery],4
19,24,Language objectives supported by delivery [partial-recovery],4
19,25,Students engaged 90-100% [observation-dependent],3
19,26,Pacing appropriate [partial-recovery],0
19,27,Comprehensive review of key vocabulary,1
19,28,Comprehensive review of key content concepts,1
19,29,Regular feedback to students [partial-recovery],0
19,30,Assessment of comprehension throughout,3
20,1,"Content objectives clearly defined, displayed, reviewed",2
20,2,"Language objectives clearly defined, displayed, reviewed",3
20,3,Content concepts age-appropriate,2
20,4,Supplementary materials used to a high degree,4
20,5,Content adaptation to all proficiency levels,2
20,6,Meaningful activities integrating concepts and language,4
20,7,Concepts linked to background experiences,2
20,8,Past learning explicitly linked,2
20,9,Key vocabulary emphasized,2
20,10,Speech appropriate for proficiency [partial-recovery],0
20,11,Explanation of academic tasks clear,3
20,12,Variety of techniques to make content clear,4
20,13,Opportunities to use learning strategies,4
20,14,Scaffolding techniques consistently used,3
20,15,Higher-order thinking promoted,2
20,16,Frequent opportunities for interaction,4
20,17,Grouping configurations support objectives,2
20,18,Sufficient wait time [excluded],0
20,19,Opportunities to clarify in L1,3
20,20,Hands-on materials/manipulatives,1
20,21,Application activities for content + language,0
20,22,Activities integrate all four language skills,4
20,23,Content objectives supported by delivery [partial-recovery],0
20,24,Language objectives supported by delivery [partial-recovery],0
20,25,Students engaged 90-100% [observation-dependent],3
20,26,Pacing appropriate [partial-recovery],3
20,27,Comprehensive review of key vocabulary,0
20,28,Comprehensive review of key content concepts,1
20,29,Regular feedback to students [partial-recovery],1
20,30,Assessment of comprehension throughout,3
21,1,"Content objectives clearly defined, displayed, reviewed",4
21,2,"Language objectives clearly defined, displayed, reviewed",4
21,3,Content concepts age-appropriate,4
21,4,Supplementary materials used to a high degree,3
21,5,Content adaptation to all proficiency levels,3
21,6,Meaningful activities integrating concepts and language,4
21,7,Concepts linked to background experiences,1
21,8,Past learning explicitly linked,1
21,9,Key vocabulary emphasized,2
21,10,Speech appropriate for proficiency [partial-recovery],0
21,11,Explanation of academic tasks clear,1
21,12,Variety of techniques to make content clear,3
21,13,Opportunities to use learning strategies,1
21,14,Scaffolding techniques consistently used,4
21,15,Higher-order thinking promoted,2
21,16,Frequent opportunities for interaction,4
21,17,Grouping configurations support objectives,1
21,18,Sufficient wait time [excluded],0
21,19,Opportunities to clarify in L1,3
21,20,Hands-on materials/manipulatives,3
21,21,Application activities for content + language,2
21,22,Activities integrate all four language skills,4
21,23,Content objectives supported by delivery [partial-recovery],0
21,24,Language objectives supported by delivery [partial-recovery],4
21,25,Students engaged 90-100% [observation-dependent],4
21,26,Pacing appropriate [partial-recovery],3
21,27,Comprehensive review of key vocabulary,1
21,28,Comprehensive review of key content concepts,1
21,29,Regular feedback to students [partial-recovery],0
21,30,Assessment of comprehension throughout,1
22,1,"Content objectives clearly defined, displayed, reviewed",4
22,2,"Language objectives clearly defined, displayed, reviewed",4
22,3,Content concepts age-appropriate,4
22,4,Supplementary materials used to a high degree,4
22,5,Content adaptation to all proficiency levels,3
22,6,Meaningful activities integrating concepts and language,4
22,7,Concepts linked to background experiences,1
22,8,Past learning explicitly linked,3
22,9,Key vocabulary emphasized,1
22,10,Speech appropriate for proficiency [partial-recovery],1
22,11,Explanation of academic tasks clear,4
22,12,Variety of techniques to make content clear,4
22,13,Opportunities to use learning strategies,1
22,14,Scaffolding techniques consistently used,3
22,15,Higher-order thinking promoted,2
22,16,Frequent opportunities for interaction,4
22,17,Grouping configurations support objectives,2
22,18,Sufficient wait time [excluded],0
22,19,Opportunities to clarify in L1,3
22,20,Hands-on materials/manipulatives,1
22,21,Application activities for content + language,2
22,22,Activities integrate all four language skills,4
22,23,Content objectives supported by delivery [partial-recovery],4
22,24,Language objectives supported by delivery [partial-recovery],4
22,25,Students engaged 90-100% [observation-dependent],4
22,26,Pacing appropriate [partial-recovery],3
22,27,Comprehensive review of key vocabulary,0
22,28,Comprehensive review of key content concepts,1
22,29,Regular feedback to students [partial-recovery],0
22,30,Assessment of comprehension throughout,2
23,1,"Content objectives clearly defined, displayed, reviewed",4
23,2,"Language objectives clearly defined, displayed, reviewed",4
23,3,Content concepts age-appropriate,3
23,4,Supplementary materials used to a high degree,4
23,5,Content adaptation to all proficiency levels,3
23,6,Meaningful activities integrating concepts and language,4
23,7,Concepts linked to background experiences,1
23,8,Past learning explicitly linked,1
23,9,Key vocabulary emphasized,1
23,10,Speech appropriate for proficiency [partial-recovery],0
23,11,Explanation of academic tasks clear,3
23,12,Variety of techniques to make content clear,4
23,13,Opportunities to use learning strategies,4
23,14,Scaffolding techniques consistently used,3
23,15,Higher-order thinking promoted,2
23,16,Frequent opportunities for interaction,3
23,17,Grouping configurations support objectives,1
23,18,Sufficient wait time [excluded],0
23,19,Opportunities to clarify in L1,3
23,20,Hands-on materials/manipulatives,3
23,21,Application activities for content + language,2
23,22,Activities integrate all four language skills,4
23,23,Content objectives supported by delivery [partial-recovery],4
23,24,Language objectives supported by delivery [partial-recovery],4
23,25,Students engaged 90-100% [observation-dependent],4
23,26,Pacing appropriate [partial-recovery],3
23,27,Comprehensive review of key vocabulary,0
23,28,Comprehensive review of key content concepts,1
23,29,Regular feedback to students [partial-recovery],1
23,30,Assessment of comprehension throughout,1
24,1,"Content objectives clearly defined, displayed, reviewed",3
24,2,"Language objectives clearly defined, displayed, reviewed",4
24,3,Content concepts age-appropriate,2
24,4,Supplementary materials used to a high degree,4
24,5,Content adaptation to all proficiency levels,3
24,6,Meaningful activities integrating concepts and language,4
24,7,Concepts linked to background experiences,1
24,8,Past learning explicitly linked,0
24,9,Key vocabulary emphasized,1
24,10,Speech appropriate for proficiency [partial-recovery],0
24,11,Explanation of academic tasks clear,2
24,12,Variety of techniques to make content clear,3
24,13,Opportunities to use learning strategies,4
24,14,Scaffolding techniques consistently used,3
24,15,Higher-order thinking promoted,2
24,16,Frequent opportunities for interaction,3
24,17,Grouping configurations support objectives,3
24,18,Sufficient wait time [excluded],0
24,19,Opportunities to clarify in L1,3
24,20,Hands-on materials/manipulatives,3
24,21,Application activities for content + language,2
24,22,Activities integrate all four language skills,4
24,23,Content objectives supported by delivery [partial-recovery],4
24,24,Language objectives supported by delivery [partial-recovery],4
24,25,Students engaged 90-100% [observation-dependent],2
24,26,Pacing appropriate [partial-recovery],3
24,27,Comprehensive review of key vocabulary,1
24,28,Comprehensive review of key content concepts,2
24,29,Regular feedback to students [partial-recovery],1
24,30,Assessment of comprehension throughout,2
25,1,"Content objectives clearly defined, displayed, reviewed",3
25,2,"Language objectives clearly defined, displayed, reviewed",4
25,3,Content concepts age-appropriate,4
25,4,Supplementary materials used to a high degree,4
25,5,Content adaptation to all proficiency levels,1
25,6,Meaningful activities integrating concepts and language,4
25,7,Concepts linked to background experiences,0
25,8,Past learning explicitly linked,1
25,9,Key vocabulary emphasized,1
25,10,Speech appropriate for proficiency [partial-recovery],1
25,11,Explanation of academic tasks clear,2
25,12,Variety of techniques to make content clear,4
25,13,Opportunities to use learning strategies,1
25,14,Scaffolding techniques consistently used,3
25,15,Higher-order thinking promoted,3
25,16,Frequent opportunities for interaction,4
25,17,Grouping configurations support objectives,2
25,18,Sufficient wait time [excluded],0
25,19,Opportunities to clarify in L1,1
25,20,Hands-on materials/manipulatives,3
25,21,Application activities for content + language,4
25,22,Activities integrate all four language skills,4
25,23,Content objectives supported by delivery [partial-recovery],4
25,24,Language objectives supported by delivery [partial-recovery],4
25,25,Students engaged 90-100% [observation-dependent],3
25,26,Pacing appropriate [partial-recovery],0
25,27,Comprehensive review of key vocabulary,1
25,28,Comprehensive review of key content concepts,1
25,29,Regular feedback to students [partial-recovery],0
25,30,Assessment of comprehension throughout,3
26,1,"Content objectives clearly defined, displayed, reviewed",3
26,2,"Language objectives clearly defined, displayed, reviewed",4
26,3,Content concepts age-appropriate,3
26,4,Supplementary materials used to a high degree,3
26,5,Content adaptation to all proficiency levels,1
26,6,Meaningful activities integrating concepts and language,2
26,7,Concepts linked to background experiences,0
26,8,Past learning explicitly linked,0
26,9,Key vocabulary emphasized,1
26,10,Speech appropriate for proficiency [partial-recovery],0
26,11,Explanation of academic tasks clear,3
26,12,Variety of techniques to make content clear,4
26,13,Opportunities to use learning strategies,1
26,14,Scaffolding techniques consistently used,3
26,15,Higher-order thinking promoted,2
26,16,Frequent opportunities for interaction,3
26,17,Grouping configurations support objectives,2
26,18,Sufficient wait time [excluded],0
26,19,Opportunities to clarify in L1,2
26,20,Hands-on materials/manipulatives,2
26,21,Application activities for content + language,0
26,22,Activities integrate all four language skills,2
26,23,Content objectives supported by delivery [partial-recovery],4
26,24,Language objectives supported by delivery [partial-recovery],4
26,25,Students engaged 90-100% [observation-dependent],3
26,26,Pacing appropriate [partial-recovery],3
26,27,Comprehensive review of key vocabulary,1
26,28,Comprehensive review of key content concepts,1
26,29,Regular feedback to students [partial-recovery],2
26,30,Assessment of comprehension throughout,1
27,1,"Content objectives clearly defined, displayed, reviewed",3
27,2,"Language objectives clearly defined, displayed, reviewed",4
27,3,Content concepts age-appropriate,2
27,4,Supplementary materials used to a high degree,4
27,5,Content adaptation to all proficiency levels,4
27,6,Meaningful activities integrating concepts and language,2
27,7,Concepts linked to background experiences,0
27,8,Past learning explicitly linked,0
27,9,Key vocabulary emphasized,0
27,10,Speech appropriate for proficiency [partial-recovery],1
27,11,Explanation of academic tasks clear,3
27,12,Variety of techniques to make content clear,4
27,13,Opportunities to use learning strategies,1
27,14,Scaffolding techniques consistently used,4
27,15,Higher-order thinking promoted,3
27,16,Frequent opportunities for interaction,4
27,17,Grouping configurations support objectives,2
27,18,Sufficient wait time [excluded],0
27,19,Opportunities to clarify in L1,2
27,20,Hands-on materials/manipulatives,1
27,21,Application activities for content + language,2
27,22,Activities integrate all four language skills,2
27,23,Content objectives supported by delivery [partial-recovery],0
27,24,Language objectives supported by delivery [partial-recovery],4
27,25,Students engaged 90-100% [observation-dependent],3
27,26,Pacing appropriate [partial-recovery],3
27,27,Comprehensive review of key vocabulary,1
27,28,Comprehensive review of key content concepts,2
27,29,Regular feedback to students [partial-recovery],1
27,30,Assessment of comprehension throughout,3
28,1,"Content objectives clearly defined, displayed, reviewed",2
28,2,"Language objectives clearly defined, displayed, reviewed",1
28,3,Content concepts age-appropriate,2
28,4,Supplementary materials used to a high degree,2
28,5,Content adaptation to all proficiency levels,2
28,6,Meaningful activities integrating concepts and language,2
28,7,Concepts linked to background experiences,2
28,8,Past learning explicitly linked,0
28,9,Key vocabulary emphasized,3
28,10,Speech appropriate for proficiency [partial-recovery],0
28,11,Explanation of academic tasks clear,1
28,12,Variety of techniques to make content clear,1
28,13,Opportunities to use learning strategies,1
28,14,Scaffolding techniques consistently used,2
28,15,Higher-order thinking promoted,2
28,16,Frequent opportunities for interaction,0
28,17,Grouping configurations support objectives,0
28,18,Sufficient wait time [excluded],0
28,19,Opportunities to clarify in L1,2
28,20,Hands-on materials/manipulatives,2
28,21,Application activities for content + language,0
28,22,Activities integrate all four language skills,2
28,23,Content objectives supported by delivery [partial-recovery],0
28,24,Language objectives supported by delivery [partial-recovery],0
28,25,Students engaged 90-100% [observation-dependent],3
28,26,Pacing appropriate [partial-recovery],0
28,27,Comprehensive review of key vocabulary,1
28,28,Comprehensive review of key content concepts,1
28,29,Regular feedback to students [partial-recovery],1
28,30,Assessment of comprehension throughout,1
29,1,"Content objectives clearly defined, displayed, reviewed",2
29,2,"Language objectives clearly defined, displayed, reviewed",0
29,3,Content concepts age-appropriate,2
29,4,Supplementary materials used to a high degree,3
29,5,Content adaptation to all proficiency levels,1
29,6,Meaningful activities integrating concepts and language,3
29,7,Concepts linked to background experiences,2
29,8,Past learning explicitly linked,0
29,9,Key vocabulary emphasized,2
29,10,Speech appropriate for proficiency [partial-recovery],1
29,11,Explanation of academic tasks clear,3
29,12,Variety of techniques to make content clear,4
29,13,Opportunities to use learning strategies,1
29,14,Scaffolding techniques consistently used,3
29,15,Higher-order thinking promoted,1
29,16,Frequent opportunities for interaction,1
29,17,Grouping configurations support objectives,1
29,18,Sufficient wait time [excluded],0
29,19,Opportunities to clarify in L1,1
29,20,Hands-on materials/manipulatives,3
29,21,Application activities for content + language,0
29,22,Activities integrate all four language skills,3
29,23,Content objectives supported by delivery [partial-recovery],0
29,24,Language objectives supported by delivery [partial-recovery],0
29,25,Students engaged 90-100% [observation-dependent],3
29,26,Pacing appropriate [partial-recovery],3
29,27,Comprehensive review of key vocabulary,1
29,28,Comprehensive review of key content concepts,2
29,29,Regular feedback to students [partial-recovery],1
29,30,Assessment of comprehension throughout,3
30,1,"Content objectives clearly defined, displayed, reviewed",3
30,2,"Language objectives clearly defined, displayed, reviewed",4
30,3,Content concepts age-appropriate,3
30,4,Supplementary materials used to a high degree,4
30,5,Content adaptation to all proficiency levels,2
30,6,Meaningful activities integrating concepts and language,3
30,7,Concepts linked to background experiences,0
30,8,Past learning explicitly linked,0
30,9,Key vocabulary emphasized,2
30,10,Speech appropriate for proficiency [partial-recovery],0
30,11,Explanation of academic tasks clear,3
30,12,Variety of techniques to make content clear,4
30,13,Opportunities to use learning strategies,3
30,14,Scaffolding techniques consistently used,3
30,15,Higher-order thinking promoted,1
30,16,Frequent opportunities for interaction,4
30,17,Grouping configurations support objectives,2
30,18,Sufficient wait time [excluded],0
30,19,Opportunities to clarify in L1,2
30,20,Hands-on materials/manipulatives,3
30,21,Application activities for content + language,2
30,22,Activities integrate all four language skills,3
30,23,Content objectives supported by delivery [partial-recovery],4
30,24,Language objectives supported by delivery [partial-recovery],4
30,25,Students engaged 90-100% [observation-dependent],4
30,26,Pacing appropriate [partial-recovery],3
30,27,Comprehensive review of key vocabulary,1
30,28,Comprehensive review of key content concepts,1
30,29,Regular feedback to students [partial-recovery],1
30,30,Assessment of comprehension throughout,1
31,1,"Content objectives clearly defined, displayed, reviewed",4
31,2,"Language objectives clearly defined, displayed, reviewed",4
31,3,Content concepts age-appropriate,2
31,4,Supplementary materials used to a high degree,4
31,5,Content adaptation to all proficiency levels,3
31,6,Meaningful activities integrating concepts and language,4
31,7,Concepts linked to background experiences,3
31,8,Past learning explicitly linked,1
31,9,Key vocabulary emphasized,1
31,10,Speech appropriate for proficiency [partial-recovery],0
31,11,Explanation of academic tasks clear,3
31,12,Variety of techniques to make content clear,4
31,13,Opportunities to use learning strategies,4
31,14,Scaffolding techniques consistently used,4
31,15,Higher-order thinking promoted,2
31,16,Frequent opportunities for interaction,3
31,17,Grouping configurations support objectives,3
31,18,Sufficient wait time [excluded],0
31,19,Opportunities to clarify in L1,4
31,20,Hands-on materials/manipulatives,3
31,21,Application activities for content + language,0
31,22,Activities integrate all four language skills,4
31,23,Content objectives supported by delivery [partial-recovery],0
31,24,Language objectives supported by delivery [partial-recovery],0
31,25,Students engaged 90-100% [observation-dependent],4
31,26,Pacing appropriate [partial-recovery],4
31,27,Comprehensive review of key vocabulary,2
31,28,Comprehensive review of key content concepts,2
31,29,Regular feedback to students [partial-recovery],1
31,30,Assessment of comprehension throughout,3
32,1,"Content objectives clearly defined, displayed, reviewed",2
32,2,"Language objectives clearly defined, displayed, reviewed",3
32,3,Content concepts age-appropriate,4
32,4,Supplementary materials used to a high degree,3
32,5,Content adaptation to all proficiency levels,1
32,6,Meaningful activities integrating concepts and language,4
32,7,Concepts linked to background experiences,0
32,8,Past learning explicitly linked,1
32,9,Key vocabulary emphasized,1
32,10,Speech appropriate for proficiency [partial-recovery],0
32,11,Explanation of academic tasks clear,3
32,12,Variety of techniques to make content clear,3
32,13,Opportunities to use learning strategies,1
32,14,Scaffolding techniques consistently used,3
32,15,Higher-order thinking promoted,3
32,16,Frequent opportunities for interaction,3
32,17,Grouping configurations support objectives,3
32,18,Sufficient wait time [excluded],0
32,19,Opportunities to clarify in L1,2
32,20,Hands-on materials/manipulatives,3
32,21,Application activities for content + language,0
32,22,Activities integrate all four language skills,4
32,23,Content objectives supported by delivery [partial-recovery],0
32,24,Language objectives supported by delivery [partial-recovery],0
32,25,Students engaged 90-100% [observation-dependent],3
32,26,Pacing appropriate [partial-recovery],3
32,27,Comprehensive review of key vocabulary,1
32,28,Comprehensive review of key content concepts,2
32,29,Regular feedback to students [partial-recovery],0
32,30,Assessment of comprehension throughout,2
33,1,"Content objectives clearly defined, displayed, reviewed",4
33,2,"Language objectives clearly defined, displayed, reviewed",4
33,3,Content concepts age-appropriate,2
33,4,Supplementary materials used to a high degree,3
33,5,Content adaptation to all proficiency levels,3
33,6,Meaningful activities integrating concepts and language,4
33,7,Concepts linked to background experiences,3
33,8,Past learning explicitly linked,0
33,9,Key vocabulary emphasized,3
33,10,Speech appropriate for proficiency [partial-recovery],0
33,11,Explanation of academic tasks clear,2
33,12,Variety of techniques to make content clear,3
33,13,Opportunities to use learning strategies,1
33,14,Scaffolding techniques consistently used,2
33,15,Higher-order thinking promoted,1
33,16,Frequent opportunities for interaction,3
33,17,Grouping configurations support objectives,1
33,18,Sufficient wait time [excluded],0
33,19,Opportunities to clarify in L1,4
33,20,Hands-on materials/manipulatives,1
33,21,Application activities for content + language,0
33,22,Activities integrate all four language skills,4
33,23,Content objectives supported by delivery [partial-recovery],4
33,24,Language objectives supported by delivery [partial-recovery],0
33,25,Students engaged 90-100% [observation-dependent],4
33,26,Pacing appropriate [partial-recovery],3
33,27,Comprehensive review of key vocabulary,2
33,28,Comprehensive review of key content concepts,2
33,29,Regular feedback to students [partial-recovery],1
33,30,Assessment of comprehension throughout,2
34,1,"Content objectives clearly defined, displayed, reviewed",2
34,2,"Language objectives clearly defined, displayed, reviewed",4
34,3,Content concepts age-appropriate,2
34,4,Supplementary materials used to a high degree,3
34,5,Content adaptation to all proficiency levels,2
34,6,Meaningful activities integrating concepts and language,4
34,7,Concepts linked to background experiences,3
34,8,Past learning explicitly linked,1
34,9,Key vocabulary emphasized,3
34,10,Speech appropriate for proficiency [partial-recovery],1
34,11,Explanation of academic tasks clear,1
34,12,Variety of techniques to make content clear,4
34,13,Opportunities to use learning strategies,4
34,14,Scaffolding techniques consistently used,3
34,15,Higher-order thinking promoted,4
34,16,Frequent opportunities for interaction,3
34,17,Grouping configurations support objectives,2
34,18,Sufficient wait time [excluded],0
34,19,Opportunities to clarify in L1,3
34,20,Hands-on materials/manipulatives,3
34,21,Application activities for content + language,0
34,22,Activities integrate all four language skills,3
34,23,Content objectives supported by delivery [partial-recovery],0
34,24,Language objectives supported by delivery [partial-recovery],4
34,25,Students engaged 90-100% [observation-dependent],3
34,26,Pacing appropriate [partial-recovery],1
34,27,Comprehensive review of key vocabulary,0
34,28,Comprehensive review of key content concepts,1
34,29,Regular feedback to students [partial-recovery],0
34,30,Assessment of comprehension throughout,1
35,1,"Content objectives clearly defined, displayed, reviewed",1
35,2,"Language objectives clearly defined, displayed, reviewed",0
35,3,Content concepts age-appropriate,2
35,4,Supplementary materials used to a high degree,1
35,5,Content adaptation to all proficiency levels,0
35,6,Meaningful activities integrating concepts and language,1
35,7,Concepts linked to background experiences,0
35,8,Past learning explicitly linked,0
35,9,Key vocabulary emphasized,0
35,10,Speech appropriate for proficiency [partial-recovery],0
35,11,Explanation of academic tasks clear,1
35,12,Variety of techniques to make content clear,1
35,13,Opportunities to use learning strategies,0
35,14,Scaffolding techniques consistently used,2
35,15,Higher-order thinking promoted,1
35,16,Frequent opportunities for interaction,0
35,17,Grouping configurations support objectives,0
35,18,Sufficient wait time [excluded],0
35,19,Opportunities to clarify in L1,0
35,20,Hands-on materials/manipulatives,0
35,21,Application activities for content + language,0
35,22,Activities integrate all four language skills,1
35,23,Content objectives supported by delivery [partial-recovery],0
35,24,Language objectives supported by delivery [partial-recovery],0
35,25,Students engaged 90-100% [observation-dependent],1
35,26,Pacing appropriate [partial-recovery],0
35,27,Comprehensive review of key vocabulary,0
35,28,Comprehensive review of key content concepts,1
35,29,Regular feedback to students [partial-recovery],0
35,30,Assessment of comprehension throughout,0
